id|name|eca|year
std0530|Cultural Dance|Creative|2024
std0530|Archery|Sports|2024
std0530|Robotics Club|Academic|2025
std0531|Hiking Club|Adventure|2024
std0532|Yoga Club|Wellness|2023
std0532|Quiz Club|Academic|2023
std0533|Drama Club|Creative|2023
std0533|Football|Sports|2025
std0533|Coding Club|Academic|2025
std0533|Photography Club|Creative|2025
std0533|Quiz Club|Academic|2025
std0533|Cycling Club|Sports|2024
std0534|Music Band|Creative|2025
std0535|Coding Club|Academic|2024
std0536|Yoga Club|Wellness|2023
std0537|Quiz Club|Academic|2023
std0537|Volleyball|Sports|2023
std0538|Badminton|Sports|2024
std0539|Debate Club|Academic|2023
std0540|Chess Club|Academic|2025
std0540|Swimming|Sports|2023
std0541|Photography Club|Creative|2025
std0542|Drama Club|Creative|2024
std0542|Coding Club|Academic|2024
std0542|Volleyball|Sports|2025
std0542|Cycling Club|Sports|2025
std0543|Swimming|Sports|2024
std0543|Hiking Club|Adventure|2024
std0545|Environment Club|Social|2024
std0545|Chess Club|Academic|2025
std0546|Hiking Club|Adventure|2025
std0546|Cycling Club|Sports|2024
std0547|Cycling Club|Sports|2024
std0547|Art Club|Creative|2024
std0548|Football|Sports|2024
std0549|Photography Club|Creative|2025
std0549|Hiking Club|Adventure|2025
std0550|Student Council|Social|2025
std0551|Photography Club|Creative|2025
std0552|Drama Club|Creative|2024
std0553|Badminton|Sports|2024
std0553|Cultural Dance|Creative|2024
std0554|Football|Sports|2024
std0554|Film Club|Creative|2025
std0555|Boxing|Sports|2024
std0555|Robotics Club|Academic|2024
std0556|Badminton|Sports|2024
std0557|Coding Club|Academic|2024
std0558|Photography Club|Creative|2025
std0558|Badminton|Sports|2025
std0559|Yoga Club|Wellness|2025
std0559|Debate Club|Academic|2024
std0559|Student Council|Social|2025
std0559|Cycling Club|Sports|2024
std0559|Photography Club|Creative|2025
std0560|Chess Club|Academic|2025
std0562|Taekwondo|Sports|2022
std0562|Chess Club|Academic|2023
std0563|Chess Club|Academic|2024
std0564|Swimming|Sports|2021
std0568|Film Club|Creative|2022
std0569|Film Club|Creative|2022
std0570|Cultural Dance|Creative|2022
std0570|Debate Club|Academic|2023
std0571|Art Club|Creative|2022
std0571|Table Tennis|Sports|2023
std0572|Boxing|Sports|2024
std0572|Film Club|Creative|2023
std0573|Photography Club|Creative|2023
std0573|Basketball|Sports|2023
std0575|Photography Club|Creative|2024
std0575|Taekwondo|Sports|2023
std0575|Swimming|Sports|2022
std0575|Quiz Club|Academic|2021
std0575|Journalism Club|Academic|2021
std0575|Student Council|Social|2024
std0576|Cycling Club|Sports|2024
std0576|Basketball|Sports|2022
std0577|Football|Sports|2023
std0577|Swimming|Sports|2021
std0580|Cultural Dance|Creative|2024
std0580|Chess Club|Academic|2024
std0581|Volleyball|Sports|2023
std0582|Taekwondo|Sports|2022
std0582|Badminton|Sports|2023
std0583|Photography Club|Creative|2025
std0583|Hiking Club|Adventure|2023
std0584|Table Tennis|Sports|2024
std0584|Coding Club|Academic|2023
std0585|Hiking Club|Adventure|2025
std0585|Swimming|Sports|2025
std0587|Photography Club|Creative|2022
std0587|Drama Club|Creative|2024
std0587|Art Club|Creative|2022
std0587|Football|Sports|2024
std0588|Cultural Dance|Creative|2024
std0588|Basketball|Sports|2023
std0589|Art Club|Creative|2025
std0590|Art Club|Creative|2022
std0591|Music Band|Creative|2023
std0592|Art Club|Creative|2022
std0593|Cycling Club|Sports|2023
std0593|Basketball|Sports|2023
std0594|Film Club|Creative|2022
std0595|Swimming|Sports|2022
std0595|Debate Club|Academic|2023
std0595|Literary Club|Academic|2023
std0595|Basketball|Sports|2023
std0595|Journalism Club|Academic|2023
std0595|Film Club|Creative|2024
std0596|Literary Club|Academic|2025
std0596|Red Cross|Social|2024
std0597|Robotics Club|Academic|2023
std0599|Hiking Club|Adventure|2023
std0602|Drama Club|Creative|2023
std0602|Taekwondo|Sports|2023
std0603|Swimming|Sports|2023
std0603|Science Club|Academic|2025
std0604|Robotics Club|Academic|2023
std0605|Quiz Club|Academic|2024
std0605|Chess Club|Academic|2025
std0607|Table Tennis|Sports|2025
std0608|Cultural Dance|Creative|2025
std0609|Student Council|Social|2023
std0609|Literary Club|Academic|2023
std0610|Hiking Club|Adventure|2025
std0611|Basketball|Sports|2025
std0611|Hiking Club|Adventure|2024
std0613|Basketball|Sports|2024
std0614|Art Club|Creative|2023
std0614|Chess Club|Academic|2023
std0615|Chess Club|Academic|2024
std0616|Cricket|Sports|2025
std0617|Archery|Sports|2025
std0617|Boxing|Sports|2024
std0618|Yoga Club|Wellness|2024
std0618|Boxing|Sports|2023
std0618|Quiz Club|Academic|2025
std0618|Debate Club|Academic|2024
std0618|Science Club|Academic|2024
std0618|Cricket|Sports|2025
std0620|Volleyball|Sports|2025
std0620|Drama Club|Creative|2024
std0621|Literary Club|Academic|2024
std0622|Archery|Sports|2025
std0622|Quiz Club|Academic|2025
std0622|Chess Club|Academic|2024
std0622|Cricket|Sports|2024
std0622|Hiking Club|Adventure|2024
std0622|Journalism Club|Academic|2024
std0624|Science Club|Academic|2025
std0624|Journalism Club|Academic|2025
std0628|Student Council|Social|2024
std0629|Volleyball|Sports|2024
std0630|Badminton|Sports|2024
std0630|Debate Club|Academic|2024
std0634|Volleyball|Sports|2025
std0635|Drama Club|Creative|2024
std0635|Photography Club|Creative|2025
std0636|Yoga Club|Wellness|2024
std0636|Table Tennis|Sports|2024
std0637|Basketball|Sports|2025
std0637|Art Club|Creative|2024
std0638|Debate Club|Academic|2025
std0638|Journalism Club|Academic|2024
std0638|Art Club|Creative|2024
std0638|Taekwondo|Sports|2025
std0638|Cycling Club|Sports|2025
std0638|Badminton|Sports|2025
std0639|Journalism Club|Academic|2025
std0639|Football|Sports|2025
std0640|Chess Club|Academic|2024
std0641|Literary Club|Academic|2022
std0641|Red Cross|Social|2024
std0641|Environment Club|Social|2024
std0641|Cultural Dance|Creative|2022
std0642|Film Club|Creative|2024
std0642|Environment Club|Social|2024
std0643|Student Council|Social|2022
std0644|Literary Club|Academic|2023
std0644|Archery|Sports|2023
std0644|Boxing|Sports|2022
std0644|Cycling Club|Sports|2021
std0644|Film Club|Creative|2021
std0645|Literary Club|Academic|2021
std0647|Art Club|Creative|2022
std0648|Table Tennis|Sports|2023
std0649|Coding Club|Academic|2024
std0650|Taekwondo|Sports|2024
std0651|Robotics Club|Academic|2024
std0652|Student Council|Social|2021
std0652|Literary Club|Academic|2024
std0653|Literary Club|Academic|2021
std0653|Debate Club|Academic|2021
std0654|Environment Club|Social|2024
std0655|Yoga Club|Wellness|2023
std0655|Taekwondo|Sports|2024
std0656|Science Club|Academic|2022
std0656|Volleyball|Sports|2022
std0656|Art Club|Creative|2021
std0656|Journalism Club|Academic|2021
std0656|Basketball|Sports|2021
std0657|Taekwondo|Sports|2023
std0657|Student Council|Social|2023
std0658|Music Band|Creative|2022
std0659|Chess Club|Academic|2021
std0660|Robotics Club|Academic|2024
std0660|Journalism Club|Academic|2023
std0661|Robotics Club|Academic|2025
std0661|Football|Sports|2023
std0662|Journalism Club|Academic|2024
std0662|Cricket|Sports|2023
std0663|Robotics Club|Academic|2024
std0663|Chess Club|Academic|2024
std0664|Football|Sports|2023
std0664|Chess Club|Academic|2023
std0665|Film Club|Creative|2023
std0665|Archery|Sports|2025
std0666|Basketball|Sports|2024
std0666|Quiz Club|Academic|2025
std0667|Volleyball|Sports|2023
std0668|Archery|Sports|2024
std0668|Chess Club|Academic|2022
std0669|Archery|Sports|2025
std0670|Volleyball|Sports|2024
std0671|Quiz Club|Academic|2024
std0672|Literary Club|Academic|2022
std0673|Student Council|Social|2023
std0673|Journalism Club|Academic|2023
std0674|Badminton|Sports|2023
std0674|Cycling Club|Sports|2022
std0674|Science Club|Academic|2024
std0675|Quiz Club|Academic|2022
std0676|Debate Club|Academic|2022
std0677|Cycling Club|Sports|2024
std0677|Literary Club|Academic|2024
std0678|Table Tennis|Sports|2022
std0679|Badminton|Sports|2022
std0679|Volleyball|Sports|2025
std0680|Science Club|Academic|2023
std0681|Drama Club|Creative|2025
std0682|Art Club|Creative|2025
std0682|Cycling Club|Sports|2024
std0683|Cultural Dance|Creative|2024
std0683|Science Club|Academic|2023
std0684|Swimming|Sports|2023
std0684|Taekwondo|Sports|2025
std0685|Drama Club|Creative|2025
std0686|Basketball|Sports|2025
std0687|Debate Club|Academic|2025
std0687|Boxing|Sports|2023
std0689|Chess Club|Academic|2025
std0690|Science Club|Academic|2023
std0690|Football|Sports|2025
std0691|Volleyball|Sports|2025
std0691|Photography Club|Creative|2023
std0692|Science Club|Academic|2025
std0692|Basketball|Sports|2025
std0692|Coding Club|Academic|2023
std0692|Photography Club|Creative|2023
std0693|Journalism Club|Academic|2024
std0694|Music Band|Creative|2023
std0694|Environment Club|Social|2025
std0695|Basketball|Sports|2025
std0696|Hiking Club|Adventure|2025
std0697|Archery|Sports|2025
std0697|Swimming|Sports|2023
std0699|Red Cross|Social|2024
std0700|Badminton|Sports|2023
std0701|Cricket|Sports|2024
std0701|Cultural Dance|Creative|2025
std0702|Science Club|Academic|2024
std0704|Debate Club|Academic|2024
std0705|Photography Club|Creative|2025
std0705|Boxing|Sports|2025
std0706|Robotics Club|Academic|2024
std0706|Hiking Club|Adventure|2025
std0707|Volleyball|Sports|2025
std0708|Quiz Club|Academic|2025
std0710|Hiking Club|Adventure|2024
std0710|Student Council|Social|2024
std0710|Table Tennis|Sports|2024
std0710|Cycling Club|Sports|2024
std0710|Basketball|Sports|2025
std0712|Cultural Dance|Creative|2024
std0713|Chess Club|Academic|2024
std0713|Football|Sports|2024
std0714|Cultural Dance|Creative|2025
std0715|Cultural Dance|Creative|2025
std0715|Student Council|Social|2025
std0716|Taekwondo|Sports|2024
std0716|Basketball|Sports|2024
std0716|Archery|Sports|2024
std0716|Yoga Club|Wellness|2025
std0716|Robotics Club|Academic|2025
std0717|Literary Club|Academic|2025
std0717|Hiking Club|Adventure|2025
std0718|Student Council|Social|2024
std0719|Film Club|Creative|2025
std0719|Environment Club|Social|2024
std0720|Football|Sports|2025
std0720|Quiz Club|Academic|2024
std0721|Literary Club|Academic|2023
std0721|Table Tennis|Sports|2024
std0723|Taekwondo|Sports|2024
std0723|Music Band|Creative|2024
std0723|Cricket|Sports|2024
std0723|Yoga Club|Wellness|2021
std0723|Student Council|Social|2022
std0725|Yoga Club|Wellness|2024
std0725|Coding Club|Academic|2023
std0726|Science Club|Academic|2022
std0727|Basketball|Sports|2021
std0727|Hiking Club|Adventure|2022
std0729|Chess Club|Academic|2022
std0730|Drama Club|Creative|2023
std0730|Cricket|Sports|2023
std0731|Badminton|Sports|2023
std0732|Archery|Sports|2024
std0732|Debate Club|Academic|2023
std0733|Music Band|Creative|2023
std0733|Science Club|Academic|2021
std0734|Art Club|Creative|2024
std0735|Badminton|Sports|2023
std0736|Badminton|Sports|2022
std0737|Debate Club|Academic|2021
std0738|Taekwondo|Sports|2022
std0738|Volleyball|Sports|2022
std0739|Quiz Club|Academic|2022
std0741|Quiz Club|Academic|2023
std0742|Literary Club|Academic|2023
std0742|Debate Club|Academic|2022
std0743|Volleyball|Sports|2022
std0744|Basketball|Sports|2023
std0745|Table Tennis|Sports|2024
std0746|Photography Club|Creative|2025
std0746|Cricket|Sports|2023
std0747|Volleyball|Sports|2025
std0747|Archery|Sports|2024
std0748|Coding Club|Academic|2024
std0749|Taekwondo|Sports|2025
std0749|Basketball|Sports|2024
std0750|Cycling Club|Sports|2023
std0750|Art Club|Creative|2024
std0750|Football|Sports|2024
std0750|Environment Club|Social|2022
std0750|Student Council|Social|2023
std0750|Basketball|Sports|2022
std0752|Boxing|Sports|2025
std0752|Cricket|Sports|2025
std0752|Archery|Sports|2022
std0752|Robotics Club|Academic|2024
std0753|Red Cross|Social|2024
std0754|Cultural Dance|Creative|2025
std0754|Cricket|Sports|2022
std0754|Swimming|Sports|2022
std0754|Taekwondo|Sports|2024
std0754|Science Club|Academic|2022
std0756|Swimming|Sports|2023
std0756|Volleyball|Sports|2024
std0757|Basketball|Sports|2022
std0757|Hiking Club|Adventure|2024
std0758|Badminton|Sports|2023
std0759|Hiking Club|Adventure|2025
std0759|Literary Club|Academic|2024
std0759|Chess Club|Academic|2024
std0759|Film Club|Creative|2025
std0759|Yoga Club|Wellness|2025
std0759|Table Tennis|Sports|2022
std0761|Chess Club|Academic|2023
std0762|Art Club|Creative|2024
std0763|Debate Club|Academic|2025
std0763|Environment Club|Social|2023
std0763|Red Cross|Social|2023
std0763|Swimming|Sports|2024
std0763|Art Club|Creative|2024
std0763|Basketball|Sports|2023
std0766|Football|Sports|2023
std0766|Coding Club|Academic|2023
std0767|Table Tennis|Sports|2023
std0768|Red Cross|Social|2023
std0769|Literary Club|Academic|2024
std0769|Chess Club|Academic|2024
std0770|Red Cross|Social|2024
std0770|Chess Club|Academic|2023
std0771|Chess Club|Academic|2025
std0771|Robotics Club|Academic|2025
std0772|Archery|Sports|2023
std0773|Volleyball|Sports|2024
std0773|Cultural Dance|Creative|2023
std0773|Coding Club|Academic|2023
std0773|Debate Club|Academic|2023
std0774|Badminton|Sports|2025
std0774|Art Club|Creative|2025
std0775|Film Club|Creative|2023
std0775|Chess Club|Academic|2023
std0776|Taekwondo|Sports|2023
std0776|Film Club|Creative|2024
std0776|Chess Club|Academic|2025
std0776|Robotics Club|Academic|2024
std0777|Drama Club|Creative|2024
std0778|Debate Club|Academic|2024
std0778|Coding Club|Academic|2025
std0779|Archery|Sports|2025
std0781|Drama Club|Creative|2024
std0781|Quiz Club|Academic|2024
std0781|Photography Club|Creative|2024
std0781|Yoga Club|Wellness|2024
std0782|Film Club|Creative|2024
std0783|Cultural Dance|Creative|2025
std0783|Photography Club|Creative|2024
std0784|Drama Club|Creative|2024
std0784|Red Cross|Social|2024
std0785|Red Cross|Social|2025
std0786|Cricket|Sports|2025
std0786|Hiking Club|Adventure|2025
std0787|Science Club|Academic|2025
std0787|Archery|Sports|2024
std0788|Literary Club|Academic|2025
std0789|Swimming|Sports|2024
std0790|Science Club|Academic|2025
std0790|Volleyball|Sports|2025
std0791|Hiking Club|Adventure|2024
std0792|Photography Club|Creative|2024
std0793|Red Cross|Social|2024
std0793|Volleyball|Sports|2024
std0794|Football|Sports|2025
std0794|Table Tennis|Sports|2024
std0795|Quiz Club|Academic|2025
std0795|Debate Club|Academic|2024
std0796|Football|Sports|2024
std0797|Hiking Club|Adventure|2025
std0797|Taekwondo|Sports|2025
std0798|Red Cross|Social|2025
std0798|Badminton|Sports|2024
std0799|Art Club|Creative|2025
std0799|Science Club|Academic|2024
std0800|Music Band|Creative|2025
std0800|Cycling Club|Sports|2025
std0800|Red Cross|Social|2024
std0800|Table Tennis|Sports|2025
